stem,n_routes,has_EN,assigned_EN,has_DE,assigned_DE,has_NL,assigned_NL,has_FR,assigned_FR,has_OTHER,assigned_OTHER,covered_any,example_ids
sankt goar - koblenz,2,Y,,Y,,,,,,,,,"43310464,53814362"
sankt goar - rüdesheim (via bacharach & bingen),4,Y,,Y,Y,,,,,,,Y,"49159629,53576317,53657627,53657673"
sankt goar - rüdesheim (via bacharach & bingen) (traced),2,Y,,,,,,,,,,,"55924740,55924810"
sankt goar - rüdesheim (via bacharach & bingen) nld,1,,,,,,,,,Y,,,55568247
sas van gent - gent (city),1,Y,,,,,,,,,,,44015628
sas van gent - lovendegem,1,Y,,,,,,,,,,,43991468
sas van gent - terneuzen,4,Y,,,,,,,,Y,,,"52043298,52043732,52043738,52043812"
schengen - metz,2,Y,,Y,,,,,,,,,"26606580,53805793"
schengen - thionville,2,Y,Y,Y,,,,,,,,Y,"29308350,53805795"
schipperskerk - maastricht,2,Y,,Y,,,,,,,,,"43533455,53668539"
schipperskerk - roermond,2,Y,Y,Y,,,,,,,,Y,"24420204,53668487"
schlögen (loop) / mi,1,Y,,,,,,,,,,,50554509
schlögen - passau / mi,1,Y,,,,,,,,,,,50554538
schlögen - passau / mi (high water/ferry problem alternative),1,Y,,,,,,,,,,,50939341
schokkerhaven - elburg (via kampen),1,Y,,,,,,,,,,,47295903
schokkerhaven - elburg (über kampen),1,,,Y,,,,,,,,,53677311
schokkerhaven - vollenhove (via kamperland),1,Y,,,,,,,,,,,31621127
schokkerhaven - vollenhove (via schokland),1,Y,,,,,,,,,,,38340573
schokkerhaven - vollenhove (über kamperland),1,,,Y,,,,,,,,,53677349
schokkerhaven - vollenhove (über schokland),1,,,Y,,,,,,,,,53677353
schoonhoven - alblasserdam (rs),2,Y,,,,,,,,,,,"44991960,48424065"
schoonhoven - dordrecht (ferry alblasserdam),2,Y,,Y,,,,,,,,,"55451327,55679925"
schoonhoven - kinderdijk - alblasserdam // dordrecht,2,Y,Y,Y,,,,,,,,Y,"31459911,53677025"
schoonhoven - kinderdijk - dordrecht (ferry papendrecht),2,Y,,Y,,,,,,,,,"55451324,55679939"
schoonhoven - kinderdijk - dordrecht (x),3,Y,,Y,,,,,,,,,"53518093,53844938,53851858"
schoonhoven - kinderdijk - dordrecht (x) (aufgezeichnet),1,Y,,,,,,,,,,,55676774
schoonhoven - kinderdijk - dordrecht - willemstad,1,,,,,,,,,Y,,,55884076
schoonhoven - oudewater - utrecht / mi,3,Y,Y,Y,Y,,,,,,,Y,"26921017,53851711,55195305"
schoonhoven - utrecht,4,Y,,Y,,,,,,Y,,,"26903097,54305485,54338009,55883664"
"schoonhoven - utrecht (city centre, mill lunch)",1,Y,,,,,,,,,,,55724552
schoonhoven - utrecht (lunch nieuw vogelenzang),1,Y,,,,,,,,,,,55452016
schoonhoven - utrecht (lunch swimmingpool),1,Y,,,,,,,,,,,55376540
schoonhoven - utrecht (mittagessen im nieuw vogelenzang),1,,,Y,,,,,,,,,55678212
schoonhoven - utrecht (mittagessen schwimmbad),1,,,Y,Y,,,,,,,Y,55677880
schoonhoven - utrecht (white label),1,Y,,,,,,,,,,,54360775
schoonhoven - utrecht (zentrum),1,,,Y,Y,,,,,,,Y,55678224
schoonhoven - utrecht city centre,1,Y,,,,,,,,,,,55601952
schoonhoven - utrecht city centre (lunch at swimmingpool),1,Y,,,,,,,,,,,55929835
schoonhoven - utrecht city centre (mill lunch),1,Y,,,,,,,,,,,55376534
schoonhoven - utrecht nld,1,,,,,,,,,Y,,,49523366
schoorl - alkmaar - volendam,1,,,Y,,,,,,,,,54660314
schoorl -alkmaar - volendam,1,Y,,,,,,,,,,,54660306
schweich - bernkastel-kues,2,Y,Y,Y,,,,,,,,Y,"26609643,53805742"
schweinfurt - haßfurt - bamberg,1,Y,,,,,,,,,,,55859885
schweinfurt – kitzingen,2,Y,,Y,,,,,,,,,"49689224,53806299"
schweinfurt – marktbreit,1,Y,,,,,,,,,,,54401476
sens - point sur yonne (t),1,Y,Y,,,,,,,,,Y,55804417
sens - pont sur yonne (t),1,Y,Y,,,,,,,,,Y,55804426
sens - pont-sur-yonne,2,Y,Y,,,,,,,,,Y,"32091005,51571621"
sens - villeneuve sur yonne (t),1,Y,,,,,,,,,,,55804403
sens - villeneuve-sur-yonne,3,Y,,,,,,,,,,,"34340189,39413121,51537811"
short potsdam - oranianburg,1,,,,,,,,,Y,Y,Y,54563991
sint maartensvlotbrug - alkmaar,7,Y,,Y,Y,,,,,,,Y,"53522805,53522839,53680653,53680654"
sint maartensvlotbrug - den helder (via anna paulowna),1,Y,,,,,,,,,,,41612579
sint maartensvlotbrug - den helder (via coast),1,Y,Y,,,,,,,,,Y,53475402
sint maartensvlotbrug - den helder (über anna paulowna),1,,,Y,,,,,,,,,53680659
sint maartensvlotbrug - den helder (über die küste),1,,,Y,,,,,,,,,53680661
skopelos (neo klima-glossa-lighthouse-perivolio-neo klima),1,,,,,,,,,Y,,,55358512
skopelos (neo klima-mamma mia chapel-neo klima),1,,,,,,,,,Y,,,55358572
skopelos (neo klima-perivoliou beach-mamma mia chapel-neo klima),1,,,,,,,,,Y,,,55358685
skopelos (town-neo klima),1,,,,,,,,,Y,,,55358666
sneek - franeker,6,Y,,Y,Y,,,,,,,Y,"53520308,53684139,54993913,54993919"
sneek - franeker (via grou),1,Y,,,,,,,,,,,53522513
sneek - franeker (über grou),1,,,Y,Y,,,,,,,Y,53684140
sneek - lemmer,2,Y,,Y,,,,,,,,,"53520465,53684159"
sneek - lemmer (via heeg),2,Y,,,,,,,,Y,,,"53518625,53518628"
sneek - lemmer (über heeg),1,,,Y,,,,,,,,,53684160
sneek - stavoren,4,Y,,Y,,,,,,,,,"34632954,34640900,53684161,53684163"
sneek - stavoren nld,2,,,,,,,,,Y,,,"38871296,38871299"
soissons - champagne dom caudron,1,,,,,,,,,Y,,,55822015
"soissons - château-thierry, france (option )",2,,,,,,,,,Y,,,"55821753,55883544"
soissons - compiègne,1,Y,,,,,,,,,,,54175468
spaarndam - haarlem (city),1,Y,Y,,,,,,,,,Y,28999000
spaarndam - haarlem (city) (white label),1,Y,,,,,,,,,,,54360732
"spaarndam - haarlem (city) ,",1,Y,Y,,,,,,,,,Y,19010888
"spaarndam - haarlem (city) , (white label)",1,Y,,,,,,,,,,,54360731
spaarndam - haarlem (spaarndamseweg),2,Y,,Y,,,,,,,,,"53331582,53668184"
spaarndam - haarlem (spaarndamseweg) (white label),1,Y,,,,,,,,,,,54360768
"spaarndam - haarlem (spaarndamseweg) ,",2,Y,Y,Y,,,,,,,,Y,"53331578,53668181"
"spaarndam - haarlem (spaarndamseweg) , (white label)",1,Y,,,,,,,,,,,54360767
spaarndam - haarlem (stadt),1,,,Y,,,,,,,,,53665433
"spaarndam - haarlem (stadt) ,",1,,,Y,,,,,,,,,53665427
spannenburg-lemmer,4,Y,,Y,,,,,,,,,"54074383,54074453,54074539,54074586"
spannenburg-lemmer nld,2,,,,,,,,,Y,Y,Y,"54074508,54074595"
spijkerboor - alkmaar,2,Y,,,,,,,,,,,"45160453,45160494"
st. amands - antwerp,3,Y,Y,Y,Y,,,,,,,Y,"26816550,53677190,53851578"
st. amands - antwerp (mit die waterbus) +,1,,,Y,,,,,,,,,53677191
st. amands - antwerp (via waterbus),1,,,Y,Y,,,,,,,Y,53846282
st. amands - antwerp (via waterbus) +,1,Y,Y,,,,,,,,,Y,31540472
st. amands - antwerpen,3,Y,,Y,Y,,,,,Y,,Y,"55379089,55677791,55883669"
st. amands - antwerpen (ferry kruibeke),2,Y,,Y,Y,,,,,,,Y,"55376560,55677783"
st. amands - bazel - antwerp (via waterbus),1,Y,,,,,,,,,,,55941210
st. amands - gent (city),1,Y,,,,,,,,,,,55695421
st. amands - gent city,2,,,Y,,,,,,Y,,,"55451541,55680183"
stammheim – marktbreit,1,Y,,,,,,,,,,,55930257
stavoren (loop) (n),2,Y,Y,,,,,,,,,Y,"32289555,32289895"
stavoren (rondrit),1,Y,,,,,,,,,,,54221108
stavoren (rondrit) nld,1,,,,,,,,,Y,,,54221103
stavoren (schleife) (n),2,,,Y,,,,,,,,,"54393553,54393556"
stavoren - lemmer,3,Y,,Y,,,,,,,,,"38627338,53684119,53684122"
stavoren - lemmer nld,3,,,,,,,,,Y,,,"43906255,54374305,54374306"
stavoren - makkum,2,Y,Y,Y,,,,,,,,Y,"34640705,53684117"
stavoren - makkum (via bolsward) self guided,1,Y,Y,,,,,,,,,Y,34640696
stavoren - makkum (über bolsward) self guided,1,,,Y,,,,,,,,,53684118
stavoren - makkum nld,2,,,,,,,,,Y,Y,Y,"38871267,38871271"
stavoren loop (via rijs & bakhuzen),2,Y,Y,Y,,,,,,,,Y,"55103765,55103911"
stavoren loop (via rijs & bakhuzen) nld,1,,,,,,,,,Y,,,55104277
stavoren loop (via starnuman bossen),2,Y,,Y,,,,,,,,,"55103633,55103898"
stavoren loop (via starnuman bossen) nld,1,,,,,,,,,Y,,,55104265
syros (ermoupolis-ano syros-ag. michalis-ermoupolis),1,,,,,,,,,Y,,,55419254
tarascon - arles,3,Y,,,,,,,,Y,,,"54691769,55505150,55616450"
tarascon - chateau des baux - arles,2,,,,,,,,,Y,Y,Y,"55505411,55616463"
tarascon - pont du gard loop,2,Y,,,,,,,,,,,"54691713,55616449"
tarascon to arles via les baux and saint-remy track base,2,,,,,,,,,Y,,,"54752722,55616456"
tarascon – pont du gard – avignon,2,Y,Y,,,,,,,,,Y,"55617063,55617525"
terneuzen - antwerp,1,Y,,,,,,,,,,,53702374
terneuzen - antwerp (waterbus),1,Y,,,,,,,,,,,53702377
terneuzen - antwerpen,1,Y,,,,,,,,,,,53702361
terneuzen - breskens,1,,,,,,,,,Y,Y,Y,53837268
terneuzen - breskens kort,1,,,,,,,,,Y,,,53838051
terneuzen - gent (city),1,Y,,,,,,,,,,,52280245
terneuzen - sas van gent,2,Y,,,,,,,,,,,"36951022,36951031"
terschelling (loop),2,Y,Y,,,,,,,,,Y,"28984563,41904110"
terschelling (rondrit) nld,2,,,,,,,,,Y,,,"54374293,54374295"
terschelling (schleife),2,,,Y,,,,,,,,,"53684030,53684034"
terschelling nld,1,,,,,,,,,Y,,,38871241
"test ride: alkmaar ,",1,Y,,,,,,,,,,,49067297
test ride: amsterdam (minerva),2,Y,,Y,,,,,,,,,"54482861,54573959"
test ride: amsterdam (minerva) nld,1,,,,,,,,,Y,,,54574078
test ride: amsterdam (oosterdok),1,Y,,,,,,,,,,,50074408
"test ride: amsterdam (oosterdok) ,",1,Y,,,,,,,,,,,31535161
test ride: auxerre,1,Y,,,,,,,,,,,51552649
test ride: auxerre (traced),1,Y,,,,,,,,,,,53497009
"test ride: auxerre ,",1,Y,,,,,,,,,,,39498686
test ride: bruges,2,Y,Y,,,,,,,,,Y,"26883959,53899228"
test ride: brugge,1,,,,,,,,,Y,,,55883639
test ride: haarlem,1,Y,,,,,,,,,,,53784063
"test ride: haarlem ,",1,Y,,,,,,,,,,,53766337
"test ride: hoorn ,",1,Y,,,,,,,,,,,49611999
test ride: maastricht,1,Y,Y,,,,,,,,,Y,43160612
"test ride: metz ,",1,Y,,,,,,,,,,,44222066
test ride: moret,1,,,,,,,,,Y,,,39626632
"test ride: utrecht ,",1,Y,,,,,,,,,,,50680179
"test ride: vianen ,",1,Y,,,,,,,,,,,34823325
"test ride: volendam ,",1,Y,,,,,,,,,,,31432238
test ride: weesp,1,Y,,,,,,,,,,,24380905
test ride: zaandam (westzaan),1,Y,,,,,,,,,,,35060542
test ride: zaandam (zaanse schans),1,Y,,,,,,,,,,,53475086
"test ride: zaanse schans ,",1,Y,Y,,,,,,,,,Y,31421432
test rit: beverwijk,2,Y,,Y,,,,,,,,,"54536292,54536501"
testfahrt: amsterdam (oosterdok),1,,,Y,,,,,,,,,53665195
"testfahrt: amsterdam (oosterdok) ,",2,,,Y,,,,,,,,,"39644582,53665190"
testfahrt: bruges,1,,,Y,,,,,,,,,53677215
testfahrt: brügge,1,,,Y,,,,,,,,,26818222
testfahrt: haarlem,1,,,Y,,,,,,,,,54102297
"testfahrt: haarlem ,",1,,,Y,,,,,,,,,53774060
testfahrt: maastricht,1,,,Y,,,,,,,,,53668484
"testfahrt: metz ,",1,,,Y,,,,,,,,,44568420
"testfahrt: utrecht ,",1,,,Y,,,,,,,,,53677022
"testfahrt: vianen ,",2,,,Y,,,,,,,,,"34823332,53677019"
"testfahrt: volendam ,",1,,,Y,,,,,,,,,53683944
testfahrt: weesp,1,,,Y,,,,,,,,,53498159
testfahrt: zaandam,1,,,Y,,,,,,,,,49894891
testfahrt: zaandam (westzaan),1,,,Y,,,,,,,,,53668156
testfahrt: zaandam (zaanse schans),1,,,Y,,,,,,,,,53680504
"testfahrt: zaanse schans ,",2,,,Y,,,,,,,,,"31432360,53680489"
testfahrthoorn,1,,,Y,,,,,,,,,49681201
testride montargis (lac chalette),2,Y,,Y,,,,,,,,,"55776998,55989446"
testride: moret (t),1,Y,,,,,,,,,,,55804406
texel (horntje fähre vv),1,,,Y,,,,,,,,,32356030
texel (loop ferry),3,Y,Y,,,,,,,,,Y,"32288316,32289138,38226608"
texel (loop ferry) reverse,3,Y,,,,,,,,,,,"54420603,54420615,54420629"
texel (loop oudeschild),2,Y,Y,,,,,,,,,Y,"50251014,50251054"
texel (loop oudeschild) reverse,2,Y,Y,,,,,,,,,Y,"26528291,31093349"
"texel (loop oudeschild, full circle)",1,Y,Y,,,,,,,,,Y,50251080
texel (rondrit oudeschild) nld,2,,,,,,,,,Y,,,"54221077,54221082"
texel (rondrit oudeschild) nld omgekeerd,2,,,,,,,,,Y,,,"54221075,54221080"
"texel (rondrit oudeschild, eiland rond) nld",1,,,,,,,,,Y,,,54221066
texel (rondrit veerboot) nld,3,,,,,,,,,Y,,,"54221110,54221118,54221121"
texel (schleife fähre),3,,,Y,,,,,,,,,"53680638,53680640,53680641"
texel (schleife fähre) reverse,3,,,Y,,,,,,,,,"54421208,54421223,54421229"
texel (schleife oudeschild),2,,,Y,,,,,,,,,"53680628,53680633"
texel (schleife oudeschild) reverse,2,,,Y,,,,,,,,,"53680631,53680635"
"texel (schleife oudeschild, full circle)",1,,,Y,,,,,,,,,53680626
thionville - remich,2,Y,Y,Y,,,,,,,,Y,"44568579,53805732"
tholen - antwerpen,7,Y,,Y,Y,,,,,Y,,Y,"55326890,55554800,55680104,55694275"
tholen - bergen op zoom - antwerpen,4,Y,,Y,Y,,,,,,,Y,"43051811,53844939,53851939,54130512"
tholen - kreekrak,2,Y,,Y,,,,,,,,,"55326862,56023658"
tholen - kreekrak (east),2,Y,Y,,,,,,,,,Y,"31460434,31460505"
tholen - kreekrak (east) (x),1,Y,,,,,,,,,,,53491555
tholen - kreekrak (ost),2,,,Y,,,,,,,,,"53677052,53677057"
tholen - kreekrak (west),4,Y,Y,Y,,,,,,,,Y,"26848586,31566504,53677141,53677143"
tholen - willemstad (via oud vossemeer),1,Y,Y,,,,,,,,,Y,26884027
tholen - willemstad (via steenbergen),1,Y,Y,,,,,,,,,Y,26884038
tholen - willemstad (über oud vossemeer),1,,,Y,,,,,,,,,53677239
tholen - willemstad (über steenbergen),1,,,Y,,,,,,,,,53677241
thorn - venlo,2,Y,,Y,,,,,,,,,"54906545,54907306"
thorn - venlo (via roermond),2,Y,,Y,,,,,,,,,"54906381,54907226"
thorn - venlo nld,3,,,,,,,,,Y,,,"49236778,54906255,54906282"
thorn-venlo (via roermond) nld,3,,,,,,,,,Y,,,"44277919,54906249,54906277"
tiel - geldermalsen - leerdam - gorinchem,2,Y,,Y,,,,,,,,,"55205490,55206912"
tiel - geldermalsen - leerdam - gorinchem nld,2,,,,,,,,,Y,,,"34467534,55204229"
tiel - langs waal - gorinchem,2,Y,,Y,,,,,,,,,"55205353,55206905"
tiel - langs waal - gorinchem nld,2,,,Y,,,,,,,,,"34467647,55204228"
tilos singletrack,3,,,,,,,,,Y,,,"53757418,53757419,53757420"
tinos (kionia-kalloni-pyrgos-isternia-kionia-tinos),1,,,,,,,,,Y,,,53958757
tinos (loop town-dio choria-monastery-tinos),1,,,,,,,,,Y,,,53958800
tinos town church walk,1,,,,,,,,,Y,,,53958678
tk grm lipsi,1,,,,,,,,,Y,,,54826045
tk grm patmos,1,,,,,,,,,Y,,,54826046
tournai - oudenaarde (flat),1,Y,Y,,,,,,,,,Y,31601289
tournai - oudenaarde (hill),1,Y,Y,,,,,,,,,Y,26964754
tournon - la voulte sur rhône,2,Y,Y,,,,,,,,,Y,"55380774,55616458"
tournon - le pouzin ev17,2,Y,,,,,,,,,,,"54748930,55616446"
tournon-sur-rhône – chavanay,1,Y,,,,,,,,,,,55617427
travemünde - mölln - option,1,,,,,,,,,Y,Y,Y,54749423
treis-karden - koblenz (via burg eltz),1,Y,Y,,,,,,,,,Y,55102427
treis-karden - winningen (via burg eltz),1,Y,,,,,,,,,,,31320981
treis-karden - winningen (über burg eltz),1,,,Y,Y,,,,,,,Y,53814282
trier (centre) - saarburg,1,Y,Y,,,,,,,,,Y,26581606
trier (centre) - saarburg (via igel),1,Y,,,,,,,,,,,50755585
trier (ostkai / pfalzel) - saarburg,2,Y,,Y,,,,,,,,,"50755641,53805804"
trier (stadt) - saarburg,1,,,Y,,,,,,,,,53805808
trier (stadt) - saarburg (über igel),1,,,Y,,,,,,,,,53805806
trier - pamplona,1,,,,,,,,,Y,,,56097941
tulip day marc,1,,,,,,,,,Y,,,53424582
tulln - krems / mi,1,Y,,,,,,,,,,,50554172
uithoorn - royal flora (loop),1,Y,,,,,,,,,,,54153254
uithoorn - royal flora (loop) (white label),1,Y,,,,,,,,,,,54360774
uithoorn - royal flora (schleife),1,,,Y,,,,,,,,,54337815
utrecht (neude) - keulsekade (docking),1,,,,,,,,,Y,,,55633267
utrecht (neude) - rijnkanaal (roosevelt) (docking),1,,,,,,,,,Y,,,55633280
utrecht - breukelen,1,Y,,,,,,,,,,,49761967
utrecht - wageningen (via utrechtse hr),1,Y,,,,,,,,,,,56137918
ven island,2,Y,,Y,,,,,,,,,"43756613,53684530"
venlo - cuijk,2,Y,,,,,,,,,,,"54994964,55581405"
venlo - roermond,1,Y,,,,,,,,,,,55216744
venlo - sambeek,2,Y,,,,,,,,,,,"55583000,55585197"
vianen - gorinchem,2,Y,,Y,,,,,,,,,"25208801,53668528"
vianen - kinderdijk - alblasserdam // dordrecht,2,Y,Y,Y,,,,,,,,Y,"26848529,53677028"
villeneuve-sur-yonne - joigny,1,Y,,,,,,,,,,,34340053
villeneuve-sur-yonne - joigny (hilly),1,Y,,,,,,,,,,,53491986
villeneuve-sur-yonne - joigny (t),1,Y,,,,,,,,,,,55804381
villeneuve-sur-yonne - sens,2,Y,Y,,,,,,,,,Y,"32077524,45183015"
villeneuve-sur-yonne - sens (t),2,Y,Y,,,,,,,,,Y,"55804358,55804377"
vinneuf - moret,2,Y,Y,,,,,,,,,Y,"43627653,43627670"
viviers - chateau neuf du pape,2,,,,,,,,,Y,Y,Y,"55504700,55616460"
viviers – la voulte-sur-rhône – tournon-sur-rhône,1,Y,,,,,,,,,,,55617235
volendam (loop),2,Y,Y,,,,,,,,,Y,"27138155,29122506"
volendam (schleife),2,,,Y,,,,,,,,,"53677363,53677367"
volendam - alkmaar,2,Y,,Y,,,,,,,,,"54646549,54800869"
volendam - amsterdam (minerva) (n),2,Y,Y,Y,,,,,,,,Y,"32295850,54393584"
volendam - amsterdam (minerva) (via marken) (n),1,Y,,,,,,,,,,,32295572
volendam - amsterdam (minerva) (via marken) nld,1,,,,,,,,,Y,,,54221084
volendam - amsterdam (minerva) (über marken),1,,,Y,,,,,,,,,32407489
volendam - amsterdam (minerva) (über marken) (n),1,,,Y,,,,,,,,,54394016
volendam - amsterdam (minerva) nld,1,,,,,,,,,Y,,,54221088
volendam - amsterdam (oosterdok),2,Y,,Y,,,,,,,,,"38226614,53683950"
volendam - amsterdam (oosterdok) (via marken),1,Y,Y,,,,,,,,,Y,38226613
volendam - amsterdam (oosterdok) (über marken),1,,,Y,,,,,,,,,53683952
volendam - hoorn,2,Y,,Y,,,,,,,,,"31427127,53683943"
volendam - hoorn (via katwoude),1,Y,,,,,,,,,,,52061692
volendam - hoorn (via katwoude) nld,1,,,,,,,,,Y,,,54221051
volendam - hoorn (über katwoude),1,,,Y,,,,,,,,,54393688
volendam - zaanse schans,2,Y,,Y,,,,,,,,,"49133045,49760598"
volendam - zaanse schans - amsterdam (tolhuis),1,,,,,,,,,Y,,,54468464
volendam - zaanse schans nld,2,,,,,,,,,Y,,,"49812033,54221048"
volendam - zaanse schans q,1,,,Y,,,,,,,,,54393707
volendam - zaanse schanse - amsterdam (minerva),3,Y,Y,Y,,,,,,,,Y,"54779001,54779295,54779450"
volendam - zaanse schanse - amsterdam (minerva) nld,1,,,,,,,,,Y,,,54779426
vollenhove - giethoorn,4,Y,Y,Y,,,,,,,,Y,"28984146,29126796,53677344,53677346"
vollenhove - schokkerhaven (via kamperland),1,Y,,,,,,,,,,,48396638
vollenhove - schokkerhaven (via schokland),1,Y,Y,,,,,,,,,Y,48396573
vollenhove - schokkerhaven (über kamperland),1,,,Y,,,,,,,,,53677313
vollenhove - schokkerhaven (über schokland),1,,,Y,,,,,,,,,53677314
vreeswijk - gouda,1,,,Y,,,,,,,,,55865395
vreeswijk - kinderdijk - alblasserdam // dordrecht,2,Y,Y,Y,,,,,,,,Y,"52207479,53677032"
vreeswijk - kinderdijk - schoonhoven - dordrecht km,1,Y,,,,,,,,,,,53490842
vrouwenakker - royal flora - loop,1,Y,,,,,,,,,,,19010881
wageningen (loop),1,Y,,,,,,,,,,,56169267
wageningen - amerongen - tiel,2,Y,,Y,,,,,,,,,"55205340,55206868"
wageningen - amerongen - tiel nld,2,,,,,,,,,Y,,,"34467409,55204227"
wageningen - arnhem,1,Y,,,,,,,,,,,54768516
wageningen - arnhem (via heteren & airborne museum),1,Y,Y,,,,,,,,,Y,53384784
wageningen - arnhem (via veluwe & airborne museum),1,Y,Y,,,,,,,,,Y,46008599
wageningen - arnhem (via veluwe),2,Y,Y,Y,Y,,,,,,,Y,"28962807,53668708"
wageningen - arnhem (über heteren & airborne museum),1,,,Y,,,,,,,,,53668742
wageningen - arnhem (über veluwe & airborne museum),1,,,Y,,,,,,,,,53668704
wageningen - arnhem wageningen ned,1,,,,,,,,,Y,,,56145712
wageningen - tiel,2,Y,,Y,,,,,,,,,"55205316,55206881"
wageningen - tiel nld,2,,,,,,,,,Y,,,"48847519,55204226"
wageningen - wijk bij duurstede,1,Y,,,,,,,,,,,56137418
wageningen - wijk bij duurstede (gravel/bospad)(via heuvelrug),1,Y,,,,,,,,,,,56137470
wageningen-airborne- arnhem nld,1,,,,,,,,,Y,,,56161412
wageningen-airborne- arnhem-doesburg nld,1,,,,,,,,,Y,,,49500024
waregem - kortrijk - menen,2,Y,Y,,,,,,,,,Y,"49272340,53899233"
waregem - kortrijk - menen (via flanders field),2,Y,Y,,,,,,,,,Y,"49290730,53899232"
waterbus - rotterdam (coolhaven),1,,,Y,,,,,,,,,55879922
"waterbus - rotterdam (ooster/boompjes kade) , / , mi",2,Y,,Y,,,,,,,,,"54796446,54797141"
weesp - utrecht (keulsekade),2,Y,,Y,,,,,,,,,"24380902,53668524"
werkendam - biesbosch - (following the dijk) heusden kort nld (alt),1,,,,,,,,,Y,,,55204242
werkendam - biesbosch - heusden,3,Y,,Y,,,,,,,,,"55205395,55206924,55206936"
werkendam - biesbosch - heusden kort,1,Y,,,,,,,,,,,55205386
werkendam - biesbosch - heusden kort nld,2,,,,,,,,,Y,,,"34468017,55204231"
werkendam - biesbosch - heusden nld,2,,,,,,,,,Y,,,"34467841,55204232"
wertheim - freudenberg,2,Y,,Y,,,,,,,,,"49968024,53806305"
wertheim - freudenberg - miltenberg,1,Y,,,,,,,,,,,54366999
wertheim - lohr,2,Y,Y,Y,,,,,,,,Y,"26632225,53806296"
wertheim - marktheidenfeld,1,Y,,,,,,,,,,,55925393
wesel - duisburg,2,Y,,,,,,,,,,,"19355087,54768504"
wesel - ruhrort/duisburg,1,Y,,,,,,,,,,,54768512
wijhe - kampen (via hattem),1,Y,Y,,,,,,,,,Y,47787302
wijhe - kampen (via heerde / hattem / zwolle),1,Y,,,,,,,,,,,29014327
wijhe - kampen (via heerde / hattem),1,Y,,,,,,,,,,,32187675
wijhe - kampen (über hattem / zwolle) hot wetter,1,,,,,,,,,Y,,,55319078
wijhe - kampen (über hattem),1,,,Y,Y,,,,,,,Y,53668718
wijhe - kampen (über heerde / hattem / zwolle),1,,,Y,Y,,,,,,,Y,53668724
wijhe - kampen (über heerde / hattem),1,,,Y,Y,,,,,,,Y,53668720
wijk bij duurstede - wageningen,1,Y,,,,,,,,,,,56138858
wijk bij duurstede - wageningen (gravel/bospad)(via heuvelrug),1,Y,,,,,,,,,,,56140090
willemstad - bergen op zoom (via steenbergen),1,Y,Y,,,,,,,,,Y,43208212
willemstad - bergen op zoom (via tholen),1,Y,Y,,,,,,,,,Y,42684453
willemstad - bergen op zoom (über steenbergen),3,,,Y,,,,,,,,,"53677041,53677100,53677104"
willemstad - bergen op zoom (über tholen),1,,,Y,,,,,,,,,53677048
willemstad - tholen (rs),1,Y,,,,,,,,,,,44992220
willemstad - tholen (via oud vossemeer),1,Y,,,,,,,,,,,26533538
willemstad - tholen (via steenbergen,1,Y,Y,,,,,,,,,Y,31460311
willemstad - tholen (über oud vossemeer),1,,,Y,,,,,,,,,53677040
willemstad - tholen (über steenbergen,1,,,Y,,,,,,,,,53677037
winningen - koblenz,3,Y,,Y,,,,,,,,,"49428393,55487411,55567863"
winningen - koblenz (traced),1,Y,,,,,,,,,,,55924765
winningen - koblenz nld,1,,,,,,,,,Y,,,55568643
wormerveer - zaanse schans - amsterdam,10,Y,,Y,Y,,,,,,,Y,"53518450,53518570,53782087,53782092"
wormerveer - zaanse schans - amsterdam (buiksloot/tolhuis),2,Y,,,,,,,,,,,"55205179,55205213"
wurzburg - karlstadt - lohr,2,Y,,,,,,,,Y,,,"54342927,54342956"
würzburg - kitzingen,1,,,Y,Y,,,,,,,Y,53806294
würzburg - marktbreit,1,Y,Y,,,,,,,,,Y,49991813
ytres - péronne,4,Y,Y,,,,,,,,,Y,"26569443,31595351,55342262,55348481"
ytres - péronne - cappy,2,Y,Y,,,,,,,,,Y,"49290474,53899241"
zaandam - 't twiske (loop),1,Y,,,,,,,,,,,50087339
zaandam - alkmaar,1,,,Y,,,,,,,,,54393473
zaandam - alkmaar (n),1,Y,,,,,,,,,,,49227765
zaandam - alkmaar nld,1,,,,,,,,,Y,,,54221154
zaandam - amsterdam (minerva),2,,,Y,,,,,,,,,"26920863,26920979"
zaandam - amsterdam (minerva) / mi,2,Y,Y,,,,,,,,,Y,"49223488,49223639"
zaandam - assendelft (loop),1,Y,,,,,,,,,,,31572269
zaandam - assendelft (rondrit) nld,1,,,,,,,,,Y,,,54221064
zaandam - assendelft (schleife),1,,,Y,,,,,,,,,53668159
zaandam - haarlem (spaarndamseweg),2,Y,,Y,,,,,,,,,"26772898,53668162"
zaandam - hoorn,3,Y,Y,Y,Y,,,,,,,Y,"26853736,31572538,31572539"
zaandam - hoorn (via neck),2,Y,,,,,,,,,,,"55498048,55498736"
zaandam - hoorn nld,1,,,,,,,,,Y,,,42967645
zaandam - purmerend - hoorn,2,Y,,Y,,,,,,,,,"42897235,42901540"
zaandam - purmerend - hoorn nld,1,,,,,,,,,Y,,,42901644
zaandam - twiske (loop) eng2026,1,,,,,,,,,Y,,,54087939
zaandam - twiske (rondrit) nld,1,,,,,,,,,Y,,,54221056
zaandam - twiske (schleife),1,,,Y,,,,,,,,,50095735
zaandam - volendam,2,Y,Y,Y,,,,,,,,Y,"50924735,54393651"
